"Neighborhood","Class","Units","YearBuilt","SqFt","IncomePerSqFt","ExpensePerSqFt","NetIncome","Value","ValuePerSqFt","Boro"
"EAST VILLAGE","R4-CONDOMINIUM",10,2007,6166,50.51,11.25,242077,1815000,294.36,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",13,2001,15742,36.94,8.17,452897,3333999,211.79,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",27,1900,30363,30.69,6.47,735391,5497000,181.04,"Manhattan"
"EAST VILLAGE","R2-CONDOMINIUM",13,1900,20099,29.62,9.82,397960,2982998,148.42,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",40,1911,25528,33.86,6.38,701509,5206002,203.93,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",96,2006,93382,39.98,8.01,2985422,22563999,241.63,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",11,2007,14982,37.59,10.36,407959,2998999,200.17,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",20,1900,17225,35.5,9.23,452501,3344993,194.19,"Manhattan"
"EAST VILLAGE","R9-CONDOMINIUM",28,2004,17793,37.27,9.27,498204,3665000,205.98,"Manhattan"
"EAST VILLAGE","R9-CONDOMINIUM",66,1920,67764,37.67,10.4,1847924,13580000,200.4,"Manhattan"
"EAST VILLAGE","R9-CONDOMINIUM",20,1900,11574,37.59,10.36,315160,2317000,200.19,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",35,1999,62556,38.22,7.14,1944240,14712999,235.2,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",36,2008,46707,41.28,7.99,1554876,11740999,251.38,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",14,2007,24778,40.45,13.3,672723,5082998,205.14,"Manhattan"
"EAST VILLAGE","R9-CONDOMINIUM",34,1991,36693,37.97,8.03,1098588,8316000,226.64,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",36,1984,24528,44.36,11.94,795198,5986997,244.09,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",14,1900,14650,33.05,8.44,360537,2680000,182.94,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",10,1910,11995,39.83,11.57,338979,2401000,200.17,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",12,1920,13648,39.07,10.39,391377,2563002,187.79,"Manhattan"
"EAST VILLAGE","R2-CONDOMINIUM",12,1900,14269,33.91,9.7,345453,2563001,179.62,"Manhattan"
"EAST VILLAGE","R9-CONDOMINIUM",28,2006,30662,45.61,7.8,1159330,8720000,284.39,"Manhattan"
"EAST VILLAGE","R4-CONDOMINIUM",16,1920,12192,33.66,9.65,292730,2173000,178.23,"Manhattan"
"EAST VILLAGE","R9-CONDOMINIUM",155,1964,113930,37.07,11.73,2886979,21284000,186.82,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",28,1988,21442,29.59,10.65,406112,3045001,142.01,"Manhattan"
"LITTLE ITALY","R9-CONDOMINIUM",55,1905,104637,26.68,11.2,1619781,10483000,100.18,"Manhattan"
"SOHO","R4-CONDOMINIUM",7,1904,50547,30.83,9.9,1057949,7910000,156.49,"Manhattan"
"SOHO","R4-CONDOMINIUM",13,1890,78982,26.68,10.65,1266082,8723001,110.44,"Manhattan"
"SOHO","R4-CONDOMINIUM",18,1874,27023,27.65,10.29,469119,3004090,111.17,"Manhattan"
"SOHO","R2-CONDOMINIUM",1,1941,1158,43.46,8.77,40171,303000,261.66,"Manhattan"
"SOHO","R4-CONDOMINIUM",13,1894,35452,26.68,9.25,617928,4467999,126.03,"Manhattan"
"SOHO","R4-CONDOMINIUM",14,1920,36407,26.68,9.25,634574,4588002,126.02,"Manhattan"
"SOHO","R4-CONDOMINIUM",41,2005,117311,41.2,12.82,3329286,24750019,210.98,"Manhattan"
"SOHO","R9-CONDOMINIUM",20,1920,32149,26.9,9.49,559714,4045000,125.82,"Manhattan"
"SOHO","R4-CONDOMINIUM",14,1900,55210,26.9,11,877839,6344002,114.91,"Manhattan"
"SOHO","R4-CONDOMINIUM",10,1900,22500,31.97,10.15,490950,3671000,163.16,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",37,1900,56714,26.68,10.7,906290,6552998,115.54,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",41,1926,83916,36.38,12.19,2029928,14962999,178.31,"Manhattan"
"SOHO","R4-CONDOMINIUM",52,2005,73057,41.04,13,2048518,15471003,211.77,"Manhattan"
"SOHO","R4-CONDOMINIUM",9,1900,35700,34.97,11.91,823242,6101000,170.9,"Manhattan"
"SOHO","R4-CONDOMINIUM",10,1900,20525,26.9,9.49,357341,2588000,126.09,"Manhattan"
"SOHO","R4-CONDOMINIUM",6,1929,42091,26.88,11,668405,4839999,114.99,"Manhattan"
"SOHO","R4-CONDOMINIUM",2,1900,9196,35.38,11.91,215830,1599000,173.88,"Manhattan"
"SOHO","R4-CONDOMINIUM",4,1920,12506,35.38,9.07,329033,2243996,179.43,"Manhattan"
"SOHO","R4-CONDOMINIUM",391,2007,343599,46.27,7.5,13321333,108989818,317.2,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",44,1915,39087,30.83,11.53,754379,5637002,144.22,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",10,1900,11563,30.83,9.26,249414,1864000,161.2,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",35,1988,24582,33.19,9.43,584069,3905011,158.86,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",15,2007,28258,40.4,13.6,757314,5722001,202.49,"Manhattan"
"LITTLE ITALY","R9-CONDOMINIUM",25,1900,12142,26.68,9.25,211635,1530000,126.01,"Manhattan"
"SOHO","R4-CONDOMINIUM",2,1900,3518,28.51,12.63,55866,420000,119.39,"Manhattan"
"SOHO","R4-CONDOMINIUM",14,1900,18031,28.52,9.48,343310,2578997,143.03,"Manhattan"
"SOHO","R4-CONDOMINIUM",10,1881,19827,26.9,9.49,345188,2497999,125.99,"Manhattan"
"SOHO","R4-CONDOMINIUM",19,1988,34876,26.88,12.04,517560,3740001,107.24,"Manhattan"
"SOHO","R4-CONDOMINIUM",14,2005,42823,41.2,8.96,1380614,9944006,232.21,"Manhattan"
"SOHO","R4-CONDOMINIUM",15,1907,20752,26.88,12.04,307960,2225002,107.22,"Manhattan"
"SOHO","R4-CONDOMINIUM",29,1900,36223,26.88,12.04,537549,3884994,107.25,"Manhattan"
"SOHO","R4-CONDOMINIUM",12,1879,34968,35.38,9.07,920008,6802000,194.52,"Manhattan"
"SOHO","R4-CONDOMINIUM",5,1879,31369,35.38,9.07,825318,6102000,194.52,"Manhattan"
"SOHO","R4-CONDOMINIUM",15,1920,31967,29.55,11.12,589152,4416999,138.17,"Manhattan"
"SOHO","R4-CONDOMINIUM",35,1900,34821,26.9,10.2,581511,4202001,120.67,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",22,1900,22511,27.17,11,364003,2627001,116.7,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",26,1987,17117,30.13,9,361682,2708002,158.21,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",5,1955,6635,24.47,10.3,94017,685000,103.24,"Manhattan"
"LITTLE ITALY","R4-CONDOMINIUM",29,1900,97941,32.49,11.91,2015626,14282965,145.83,"Manhattan"
"SOHO","R4-CONDOMINIUM",21,1900,107781,29.52,10.67,2031672,14499635,134.53,"Manhattan"
"SOHO","R4-CONDOMINIUM",9,1900,15295,28.15,11,262309,1893001,123.77,"Manhattan"
"SOHO","R4-CONDOMINIUM",32,2003,56800,45.63,17.02,1625048,12223001,215.19,"Manhattan"
"SOHO","R4-CONDOMINIUM",15,2003,41314,35.38,11,1007235,7447000,180.25,"Manhattan"
"SOHO","R4-CONDOMINIUM",16,2006,38591,41.2,12,1126857,8510003,220.52,"Manhattan"
"SOHO","R4-CONDOMINIUM",11,1915,37403,29.55,9.17,762273,5715003,152.8,"Manhattan"
"SOHO","R9-CONDOMINIUM",38,1950,20826,26.5,7.99,385489,2788000,133.87,"Manhattan"
"SOHO","R2-CONDOMINIUM",27,1900,13020,30.43,10.25,262744,1964998,150.92,"Manhattan"
"SOHO","R2-CONDOMINIUM",15,1920,6013,25.81,10.64,91218,660997,109.93,"Manhattan"
"SOHO","R4-CONDOMINIUM",38,1900,33383,29.38,11.12,609574,4092003,122.58,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",18,1988,9514,38.05,12.39,244130,1693997,178.05,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R2-CONDOMINIUM",4,1926,6188,26.3,9.14,106186,770001,124.43,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R2-CONDOMINIUM",1,1910,7157,24.88,11,99339,722999,101.02,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",11,1910,31039,27.17,10.5,517420,3734001,120.3,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",190,1910,132000,26.5,11,2046000,14798000,112.11,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",11,1910,6670,25.87,10,105853,766999,114.99,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",54,1958,23688,25.87,10,375929,2723000,114.95,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",144,1910,85234,30.92,11,1697861,12685002,148.83,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",32,1986,35225,31.64,10.7,737611,5502998,156.22,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",12,1986,15990,31.64,10.7,334831,2452998,153.41,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",20,1904,24630,30.13,11.12,468216,3505997,142.35,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",10,1900,14608,29.33,11.2,264843,1892002,129.52,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",21,1900,41990,27.17,10.5,699973,5051001,120.29,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",10,2002,24910,36.79,11.36,633461,4675001,187.68,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",10,1900,18572,25.88,10.7,281923,2044001,110.06,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",1,1910,2527,21.86,8.77,33078,243000,96.16,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",26,2006,85000,40.72,12.82,2371500,17914001,210.75,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",56,1912,92500,36.79,12.7,2228325,16410007,177.41,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",273,1908,290492,31.74,11.19,5969611,44526000,153.28,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",10,1928,18064,27.57,10.8,302933,2123004,117.53,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",18,1900,15744,27.21,11.51,247181,1783000,113.25,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",24,1928,17842,27.21,11.51,280120,2021000,113.27,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",40,1900,22777,28.91,11.5,396547,2871000,126.05,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",25,1920,88353,37.35,11.93,2245934,16517000,186.94,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",39,2004,116535,42.43,13,3429625,25876000,222.04,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",10,1895,46022,26.03,9.52,759824,5508001,119.68,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",50,1930,96566,30.2,11.5,1805784,12319993,127.58,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",390,1965,445151,34.12,11.71,9975834,73939000,166.1,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",28,1986,43106,27.57,10.8,722887,5209999,120.86,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",28,1966,32116,32,9.53,721647,5380001,167.52,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",11,1905,28385,28.76,10.93,506105,3800999,133.91,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",65,1900,83089,25.95,9.3,1383432,10019000,120.58,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",41,1985,56483,29.48,10.6,1066399,7995999,141.56,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",70,1905,90082,29.2,11.12,1628682,12219999,135.65,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",44,1988,57042,30,11.53,1053566,7502011,131.52,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",84,2006,100500,44.13,14,3028065,22801995,226.89,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",145,1955,136098,26.97,10.78,2203427,15908000,116.89,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",150,1959,160209,28.66,11.12,2810066,21010000,131.14,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",213,1954,140370,26.97,10.78,2272603,16408000,116.89,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",229,1955,209785,26.97,10.77,3398517,24536000,116.96,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",102,1928,136144,28.66,11.12,2387966,17280554,126.93,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",44,1985,43542,30.2,10.27,867792,6498003,149.24,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",7,1910,18493,26.97,10.77,299586,2163001,116.96,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",89,1921,81875,37.92,12.82,2055062,15556006,190,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",1,1921,3475,37.92,12.82,87220,660000,189.93,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",27,1907,66739,26.97,10.77,1081172,7805999,116.96,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",12,1908,28097,26.97,10.77,455196,3286004,116.95,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",37,1910,52493,28.77,11.12,926502,6957998,132.55,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",115,1903,60860,29.57,11.15,1121041,8404981,138.1,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",39,1928,42384,28.48,11.12,735786,5192000,122.5,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",7,1930,23079,24.3,10,330030,2400999,104.03,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",20,2006,36330,47.31,14.17,1203976,9045002,248.97,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",23,1952,13256,29.14,11.3,236487,1672000,126.13,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R2-CONDOMINIUM",18,1900,14398,29.14,11.12,259452,1947004,135.23,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",119,1959,94250,26.92,11,1500460,10842000,115.03,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",15,1900,9380,26.3,9.89,153926,1114000,118.76,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",17,1912,34118,26.3,9.89,559876,3882996,113.81,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",70,1966,82017,28.77,11.3,1432837,10760004,131.19,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",105,1931,112050,38.32,13.12,2823660,21367002,190.69,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R9-CONDOMINIUM",30,1910,34168,29.99,12.57,595206,4458000,130.47,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",77,1906,201330,33.7,11.21,4527912,33612001,166.95,"Manhattan"
"GREENWICH VILLAGE-CENTRAL","R4-CONDOMINIUM",30,2008,33170,51.18,14.14,1228617,9230999,278.29,"Manhattan"
"GREENWICH VILLAGE-WEST","R9-CONDOMINIUM",169,1925,100633,27.1,11,1620191,11693000,116.19,"Manhattan"
"GREENWICH VILLAGE-WEST","R2-CONDOMINIUM",30,1929,19320,26.56,11,300619,2174002,112.53,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",43,1929,66282,30.43,11.53,1252730,9369003,141.35,"Manhattan"
"GREENWICH VILLAGE-WEST","R9-CONDOMINIUM",86,1930,89510,28.86,11.35,1567320,10703000,119.57,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",45,1900,21494,29.33,11.5,383238,2673000,124.36,"Manhattan"
"GREENWICH VILLAGE-WEST","R9-CONDOMINIUM",30,1910,21738,27.02,10.77,353243,2550000,117.31,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",18,1915,44820,29.33,8.5,933601,7003000,156.25,"Manhattan"
"SOHO","R2-CONDOMINIUM",10,1890,5907,24.96,10.27,86774,632000,106.99,"Manhattan"
"SOHO","R4-CONDOMINIUM",104,2003,196695,43.17,13.5,5835940,43975002,223.57,"Manhattan"
"SOHO","R4-CONDOMINIUM",22,1915,65085,43.17,14.17,1887465,14222002,218.51,"Manhattan"
"SOHO","R4-CONDOMINIUM",64,2005,94226,40.32,13,2574254,19452008,206.44,"Manhattan"
"SOHO","R4-CONDOMINIUM",13,2005,29579,44.05,13,918428,6915997,233.81,"Manhattan"
"SOHO","R4-CONDOMINIUM",21,2007,40000,37.13,10,1085200,7985000,199.63,"Manhattan"
"SOHO","R4-CONDOMINIUM",19,2008,31608,41.2,8.96,1019042,7696000,243.48,"Manhattan"
"SOHO","R4-CONDOMINIUM",12,1920,24850,37.13,10,674181,4961001,199.64,"Manhattan"
"SOHO","R4-CONDOMINIUM",12,1920,31613,26.9,11,502647,3632000,114.89,"Manhattan"
"SOHO","R4-CONDOMINIUM",40,2005,68865,42.02,12.82,2010858,15175997,220.37,"Manhattan"
"SOHO","R4-CONDOMINIUM",10,1901,19533,25.03,10.5,283814,2067000,105.82,"Manhattan"
"SOHO","R4-CONDOMINIUM",14,1920,31930,29.55,11.12,588470,4412002,138.18,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",184,1920,212232,33.2,12,4499318,33435001,157.54,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",6,1900,26000,33.2,11,577200,4297001,165.27,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",142,2002,310000,45.01,14.2,9551100,71871998,231.85,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",83,1920,88227,31.78,11.8,1762775,13147005,149.01,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",214,1961,165160,40.26,13.62,4400000,31141996,188.56,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",19,1912,58507,28.77,6.04,1329864,7468999,127.66,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",113,1931,120723,37.01,8.63,3426119,25215996,208.87,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",21,1987,18780,42.72,9.69,620304,4679002,249.15,"Manhattan"
"GREENWICH VILLAGE-WEST","R9-CONDOMINIUM",30,1910,19715,36.21,15.17,414803,3059000,155.16,"Manhattan"
"GREENWICH VILLAGE-WEST","R9-CONDOMINIUM",25,1905,13997,37.82,9.1,401994,3043000,217.4,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",122,1964,92616,38.87,13.39,2360000,16715003,180.48,"Manhattan"
"GREENWICH VILLAGE-WEST","R2-CONDOMINIUM",17,1900,9720,37.27,11.56,249901,1837998,189.09,"Manhattan"
"GREENWICH VILLAGE-WEST","R9-CONDOMINIUM",241,1931,209011,28.72,10.25,3860433,28993000,138.72,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",132,1987,101634,43.45,10.97,3301072,24869001,244.69,"Manhattan"
"GREENWICH VILLAGE-WEST","R2-CONDOMINIUM",10,1910,8739,41.68,12.96,250985,1770999,202.65,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",30,2008,62138,40.07,11.02,1805000,13623998,219.25,"Manhattan"
"GREENWICH VILLAGE-WEST","R9-CONDOMINIUM",29,1910,13177,32.37,9.48,301621,2245000,170.37,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",22,1998,41506,41.28,7.99,1381735,10434002,251.39,"Manhattan"
"GREENWICH VILLAGE-WEST","R2-CONDOMINIUM",40,1893,22157,32.66,11.34,472388,3513999,158.6,"Manhattan"
"GREENWICH VILLAGE-WEST","R2-CONDOMINIUM",21,1914,13648,38.57,12.37,357577,2705002,198.2,"Manhattan"
"GREENWICH VILLAGE-WEST","R9-CONDOMINIUM",60,1920,32638,39.83,11.57,922350,6972000,213.62,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",15,1983,27448,37.59,10.36,747409,5494000,200.16,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",128,1910,138934,35.43,10.25,3498358,25860004,186.13,"Manhattan"
"GREENWICH VILLAGE-WEST","R9-CONDOMINIUM",87,1939,75154,39.83,11.57,2123852,16055000,213.63,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",181,1930,159268,30.15,10.2,3177396,23793996,149.4,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",21,1907,30312,39.83,11.57,856617,6474999,213.61,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",49,1962,32863,36.03,8.62,900775,6645001,202.2,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",47,1920,123881,44.08,12.28,3939415,29664004,239.46,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",11,1920,23425,42.87,10.42,760141,5733001,244.74,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",8,1988,8129,44.36,11.94,263542,1860000,228.81,"Manhattan"
"GREENWICH VILLAGE-WEST","R9-CONDOMINIUM",20,1910,53943,28.92,10.2,1010000,7062000,130.92,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",77,1987,73176,46.45,12.96,2450664,18422001,251.75,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",9,1990,22991,41.6,9.08,747668,5291999,230.18,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",24,1930,42407,39.83,11.57,1198422,9059003,213.62,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",24,1997,38871,52.34,14.76,1460772,10926999,281.11,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",20,1900,11852,41.06,12.22,341812,2581004,217.77,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",32,1913,48708,39.83,11.57,1376488,10405004,213.62,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",81,1987,60200,52.34,14.76,2262316,16921999,281.1,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",23,2001,88141,49.02,14.57,3036458,22767000,258.3,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",29,2004,72225,52.34,14.76,2714216,20302010,281.09,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",20,1905,48620,48.54,10.18,1865000,14003001,288.01,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",24,1988,21991,41.6,9.08,715148,5398996,245.51,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",18,1999,39213,41.6,9.08,1275207,9626999,245.51,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",61,2007,177550,57.46,15.4,7467753,55613000,313.22,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",27,1910,20546,38.43,8.93,606107,4585999,223.21,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",12,2007,48890,51.68,13.9,1847064,13823000,282.74,"Manhattan"
"GREENWICH VILLAGE-WEST","R4-CONDOMINIUM",84,1997,147335,42.84,11.51,4616005,34817007,236.31,"Manhattan"
"GREENWICH VILLAGE-WEST","R2-CONDOMINIUM",12,1910,11270,42.4,11.26,350948,2648000,234.96,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",25,2007,67671,39.9,8.98,2092387,15815004,233.7,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",55,2007,137343,40.05,12.12,3835000,28938995,210.71,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",12,1930,28207,39.83,11.57,797130,6025999,213.63,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",30,1930,72274,39.83,11.57,2042463,15438999,213.62,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",6,1914,23702,39.83,11.57,669819,4740999,200.03,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",336,2005,272102,43.52,12.16,8533119,64280006,236.23,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",22,2004,49658,44.7,11.93,1627293,12247999,246.65,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",11,2005,24000,45.61,7.8,907440,6825003,284.38,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",16,2007,60964,36.14,9.86,1602134,11817000,193.84,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",18,2007,49238,33.69,10.95,1119672,8298001,168.53,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",181,2006,173100,44.97,12.98,5537469,41672990,240.75,"Manhattan"
"CHELSEA","RR-CONDOMINIUM",288,2006,264402,26.62,10.22,4336193,21450000,81.13,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",42,1900,49892,47.77,7.55,2006656,15070997,302.07,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",20,1920,22920,36.12,11.43,565890,4176999,182.24,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",47,2007,83950,42.2,12.78,2469809,18637000,222,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",10,2007,26615,42.2,12.78,783013,5550003,208.53,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",22,2008,50490,50.49,10.87,2000414,15008000,297.25,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",71,1989,54355,42.2,12.78,1599124,12067006,222,"Manhattan"
"CHELSEA","R9-CONDOMINIUM",54,2008,113082,47.2,11.07,4085652,30696000,271.45,"Manhattan"
"CHELSEA","R4-CONDOMINIUM",39,1985,37431,40.48,13.11,1024487,7293015,194.84,"Manhattan"
